STATION,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TAVG,TMAX,TMIN
GHCND:USW00014853,236.8,42.23333,-83.53333,19990411,0.39,40,43,37
GHCND:USW00014853,236.8,42.23333,-83.53333,19990412,0.00,45,55,34
GHCND:USW00014853,236.8,42.23333,-83.53333,19990413,0.00,47,60,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19990414,0.00,52,68,35
GHCND:USW00014853,236.8,42.23333,-83.53333,19990415,0.05,51,62,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19990416,0.56,44,47,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19990417,0.22,46,52,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19990418,0.05,46,53,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19990419,0.06,44,54,34
GHCND:USW00014853,236.8,42.23333,-83.53333,19990420,0.03,48,56,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19990421,0.02,52,58,45
GHCND:USW00014853,236.8,42.23333,-83.53333,19990422,0.53,48,50,46
GHCND:USW00014853,236.8,42.23333,-83.53333,19990423,0.76,40,48,31
GHCND:USW00014853,236.8,42.23333,-83.53333,19990424,0.00,42,56,27
GHCND:USW00014853,236.8,42.23333,-83.53333,19990425,0.00,44,62,26
GHCND:USW00014853,236.8,42.23333,-83.53333,19990426,0.00,55,73,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19990427,0.00,50,61,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19990428,0.00,55,66,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990429,0.00,53,66,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19990430,0.00,55,71,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19990501,0.00,54,72,35
GHCND:USW00014853,236.8,42.23333,-83.53333,19990502,0.00,57,75,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19990503,0.00,59,78,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19990504,0.00,61,79,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19990505,0.02,60,75,45
GHCND:USW00014853,236.8,42.23333,-83.53333,19990506,0.01,65,78,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990507,0.00,62,76,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990508,0.07,56,65,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990509,0.00,55,67,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990510,0.00,55,71,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19990511,0.00,56,75,37
GHCND:USW00014853,236.8,42.23333,-83.53333,19990512,0.07,55,64,46
GHCND:USW00014853,236.8,42.23333,-83.53333,19990513,0.00,53,63,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990514,0.00,58,71,45
GHCND:USW00014853,236.8,42.23333,-83.53333,19990515,0.00,63,73,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990516,0.00,66,79,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990517,0.84,75,90,59
GHCND:USW00014853,236.8,42.23333,-83.53333,19990518,0.01,63,70,56
GHCND:USW00014853,236.8,42.23333,-83.53333,19990519,0.00,60,71,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990520,0.00,58,71,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990521,0.00,62,80,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990522,0.43,60,69,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990523,0.27,58,68,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990524,0.05,52,57,46
GHCND:USW00014853,236.8,42.23333,-83.53333,19990525,0.01,53,61,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990526,0.00,56,69,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990527,0.00,60,79,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19990528,0.00,66,85,46
GHCND:USW00014853,236.8,42.23333,-83.53333,19990529,0.00,71,87,55
GHCND:USW00014853,236.8,42.23333,-83.53333,19990530,0.00,70,87,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990531,0.40,68,73,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990601,0.05,71,77,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990602,0.29,67,77,57
GHCND:USW00014853,236.8,42.23333,-83.53333,19990603,0.00,57,67,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990604,0.00,57,71,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19990605,0.00,68,84,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990606,0.00,77,93,60
GHCND:USW00014853,236.8,42.23333,-83.53333,19990607,0.00,80,91,69
GHCND:USW00014853,236.8,42.23333,-83.53333,19990608,0.00,76,90,62
GHCND:USW00014853,236.8,42.23333,-83.53333,19990609,0.00,73,89,56
GHCND:USW00014853,236.8,42.23333,-83.53333,19990610,0.00,79,93,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990611,0.00,80,92,67
GHCND:USW00014853,236.8,42.23333,-83.53333,19990612,1.35,79,92,66
GHCND:USW00014853,236.8,42.23333,-83.53333,19990613,0.96,72,80,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990614,0.34,65,76,54
GHCND:USW00014853,236.8,42.23333,-83.53333,19990615,0.00,55,66,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990616,0.00,58,66,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990617,0.00,57,68,46
GHCND:USW00014853,236.8,42.23333,-83.53333,19990618,0.00,59,75,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990619,0.00,61,74,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990620,0.00,66,80,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990621,0.00,66,80,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990622,0.00,67,83,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990623,0.01,71,87,55
GHCND:USW00014853,236.8,42.23333,-83.53333,19990624,1.30,78,87,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990625,0.00,77,87,66
GHCND:USW00014853,236.8,42.23333,-83.53333,19990626,0.00,74,88,59
GHCND:USW00014853,236.8,42.23333,-83.53333,19990627,0.69,75,82,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990628,0.72,78,87,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990629,0.00,65,73,56
GHCND:USW00014853,236.8,42.23333,-83.53333,19990630,0.00,66,74,57
GHCND:USW00014853,236.8,42.23333,-83.53333,19990701,0.53,68,78,57
GHCND:USW00014853,236.8,42.23333,-83.53333,19990702,0.00,73,85,61
GHCND:USW00014853,236.8,42.23333,-83.53333,19990703,0.31,77,89,64
GHCND:USW00014853,236.8,42.23333,-83.53333,19990704,0.00,84,93,75
GHCND:USW00014853,236.8,42.23333,-83.53333,19990705,0.00,83,93,73
GHCND:USW00014853,236.8,42.23333,-83.53333,19990706,0.00,78,87,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990707,0.00,72,83,60
GHCND:USW00014853,236.8,42.23333,-83.53333,19990708,0.00,70,81,59
GHCND:USW00014853,236.8,42.23333,-83.53333,19990709,0.33,74,83,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990710,0.00,66,74,57
GHCND:USW00014853,236.8,42.23333,-83.53333,19990711,0.00,64,77,50
GHCND:USW00014853,236.8,42.23333,-83.53333,19990712,0.00,66,80,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990713,0.00,70,83,57
GHCND:USW00014853,236.8,42.23333,-83.53333,19990714,0.00,74,86,62
GHCND:USW00014853,236.8,42.23333,-83.53333,19990715,0.00,76,89,62
GHCND:USW00014853,236.8,42.23333,-83.53333,19990716,0.00,79,91,66
GHCND:USW00014853,236.8,42.23333,-83.53333,19990717,0.00,78,90,66
GHCND:USW00014853,236.8,42.23333,-83.53333,19990718,0.07,74,83,64
GHCND:USW00014853,236.8,42.23333,-83.53333,19990719,0.87,76,83,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990720,0.00,74,82,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990721,0.21,74,82,66
GHCND:USW00014853,236.8,42.23333,-83.53333,19990722,0.00,78,86,69
GHCND:USW00014853,236.8,42.23333,-83.53333,19990723,0.12,76,89,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990724,0.06,80,91,69
GHCND:USW00014853,236.8,42.23333,-83.53333,19990725,0.00,78,87,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990726,0.01,70,81,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990727,0.01,78,88,68
GHCND:USW00014853,236.8,42.23333,-83.53333,19990728,0.05,77,90,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990729,0.00,79,90,67
GHCND:USW00014853,236.8,42.23333,-83.53333,19990730,0.00,84,93,74
GHCND:USW00014853,236.8,42.23333,-83.53333,19990731,0.00,83,93,73
GHCND:USW00014853,236.8,42.23333,-83.53333,19990801,0.00,74,84,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990802,0.00,68,77,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990803,0.00,67,82,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990804,0.17,70,79,61
GHCND:USW00014853,236.8,42.23333,-83.53333,19990805,0.00,66,76,55
GHCND:USW00014853,236.8,42.23333,-83.53333,19990806,0.00,68,83,53
GHCND:USW00014853,236.8,42.23333,-83.53333,19990807,0.14,70,82,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990808,0.00,65,76,54
GHCND:USW00014853,236.8,42.23333,-83.53333,19990809,0.01,61,74,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990810,0.08,68,76,60
GHCND:USW00014853,236.8,42.23333,-83.53333,19990811,0.01,72,84,59
GHCND:USW00014853,236.8,42.23333,-83.53333,19990812,0.00,69,80,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990813,0.33,76,87,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990814,0.00,62,73,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990815,0.01,64,77,50
GHCND:USW00014853,236.8,42.23333,-83.53333,19990816,0.00,69,84,54
GHCND:USW00014853,236.8,42.23333,-83.53333,19990817,0.00,76,87,64
GHCND:USW00014853,236.8,42.23333,-83.53333,19990818,0.00,66,73,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990819,0.00,61,68,54
GHCND:USW00014853,236.8,42.23333,-83.53333,19990820,0.00,67,80,54
GHCND:USW00014853,236.8,42.23333,-83.53333,19990821,0.00,67,82,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990822,0.01,67,82,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990823,0.01,63,70,55
GHCND:USW00014853,236.8,42.23333,-83.53333,19990824,0.11,72,79,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990825,0.20,70,75,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990826,0.12,71,78,64
GHCND:USW00014853,236.8,42.23333,-83.53333,19990827,0.00,74,84,63
GHCND:USW00014853,236.8,42.23333,-83.53333,19990828,0.00,78,90,65
GHCND:USW00014853,236.8,42.23333,-83.53333,19990829,0.00,63,74,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990830,0.00,60,72,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19990831,0.00,65,79,50
GHCND:USW00014853,236.8,42.23333,-83.53333,19990901,0.00,67,84,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990902,0.01,69,88,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990903,0.00,72,92,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990904,0.01,70,91,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990905,0.00,71,88,53
GHCND:USW00014853,236.8,42.23333,-83.53333,19990906,0.05,75,88,61
GHCND:USW00014853,236.8,42.23333,-83.53333,19990907,0.00,69,80,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990908,0.00,70,88,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19990909,0.00,68,78,58
GHCND:USW00014853,236.8,42.23333,-83.53333,19990910,0.00,60,71,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19990911,0.00,63,78,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19990912,0.00,70,91,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19990913,0.10,63,73,53
GHCND:USW00014853,236.8,42.23333,-83.53333,19990914,0.00,58,72,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990915,0.00,57,71,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19990916,0.00,56,70,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19990917,0.00,58,73,43
GHCND:USW00014853,236.8,42.23333,-83.53333,19990918,0.00,58,76,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19990919,0.00,62,82,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19990920,0.00,59,69,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19990921,0.23,51,63,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19990922,0.00,51,68,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19990923,0.00,61,78,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19990924,0.11,59,69,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990925,0.00,55,71,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19990926,0.00,67,88,45
GHCND:USW00014853,236.8,42.23333,-83.53333,19990927,0.00,70,88,52
GHCND:USW00014853,236.8,42.23333,-83.53333,19990928,0.87,73,85,60
GHCND:USW00014853,236.8,42.23333,-83.53333,19990929,0.81,59,69,49
GHCND:USW00014853,236.8,42.23333,-83.53333,19990930,0.00,55,65,45
GHCND:USW00014853,236.8,42.23333,-83.53333,19991001,0.00,54,64,44
GHCND:USW00014853,236.8,42.23333,-83.53333,19991002,0.07,50,58,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19991003,0.62,43,53,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991004,0.01,46,56,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19991005,0.00,47,60,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991006,0.00,44,55,32
GHCND:USW00014853,236.8,42.23333,-83.53333,19991007,0.00,42,56,27
GHCND:USW00014853,236.8,42.23333,-83.53333,19991008,0.12,48,60,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19991009,0.01,59,66,51
GHCND:USW00014853,236.8,42.23333,-83.53333,19991010,0.00,65,73,56
GHCND:USW00014853,236.8,42.23333,-83.53333,19991011,0.00,54,68,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19991012,0.00,51,67,34
GHCND:USW00014853,236.8,42.23333,-83.53333,19991013,0.55,53,65,41
GHCND:USW00014853,236.8,42.23333,-83.53333,19991014,0.00,43,54,32
GHCND:USW00014853,236.8,42.23333,-83.53333,19991015,0.00,53,69,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19991016,0.00,65,77,53
GHCND:USW00014853,236.8,42.23333,-83.53333,19991017,0.00,49,55,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19991018,0.00,43,54,31
GHCND:USW00014853,236.8,42.23333,-83.53333,19991019,0.00,47,56,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19991020,0.00,42,52,32
GHCND:USW00014853,236.8,42.23333,-83.53333,19991021,0.00,45,60,30
GHCND:USW00014853,236.8,42.23333,-83.53333,19991022,0.01,48,55,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19991023,0.01,43,48,37
GHCND:USW00014853,236.8,42.23333,-83.53333,19991024,0.00,40,47,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991025,0.00,45,59,30
GHCND:USW00014853,236.8,42.23333,-83.53333,19991026,0.00,48,60,35
GHCND:USW00014853,236.8,42.23333,-83.53333,19991027,0.00,42,54,30
GHCND:USW00014853,236.8,42.23333,-83.53333,19991028,0.00,52,74,29
GHCND:USW00014853,236.8,42.23333,-83.53333,19991029,0.00,-9999,-9999,-9999
GHCND:USW00014853,236.8,42.23333,-83.53333,19991030,0.00,59,76,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19991031,0.00,55,68,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19991101,0.00,56,74,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19991102,0.36,50,64,35
GHCND:USW00014853,236.8,42.23333,-83.53333,19991103,0.00,36,41,30
GHCND:USW00014853,236.8,42.23333,-83.53333,19991104,0.00,41,56,26
GHCND:USW00014853,236.8,42.23333,-83.53333,19991105,0.00,54,65,42
GHCND:USW00014853,236.8,42.23333,-83.53333,19991106,0.00,44,55,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991107,0.00,38,50,25
GHCND:USW00014853,236.8,42.23333,-83.53333,19991108,0.00,44,60,27
GHCND:USW00014853,236.8,42.23333,-83.53333,19991109,0.00,61,74,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19991110,0.06,54,67,41
GHCND:USW00014853,236.8,42.23333,-83.53333,19991111,0.12,37,42,31
GHCND:USW00014853,236.8,42.23333,-83.53333,19991112,0.00,41,54,27
GHCND:USW00014853,236.8,42.23333,-83.53333,19991113,0.00,48,62,34
GHCND:USW00014853,236.8,42.23333,-83.53333,19991114,0.00,47,56,37
GHCND:USW00014853,236.8,42.23333,-83.53333,19991115,0.00,40,48,32
GHCND:USW00014853,236.8,42.23333,-83.53333,19991116,0.00,32,42,22
GHCND:USW00014853,236.8,42.23333,-83.53333,19991117,0.00,31,42,19
GHCND:USW00014853,236.8,42.23333,-83.53333,19991118,0.00,41,57,24
GHCND:USW00014853,236.8,42.23333,-83.53333,19991119,0.29,51,62,39
GHCND:USW00014853,236.8,42.23333,-83.53333,19991120,0.00,45,49,41
GHCND:USW00014853,236.8,42.23333,-83.53333,19991121,0.00,45,48,41
GHCND:USW00014853,236.8,42.23333,-83.53333,19991122,0.00,51,64,38
GHCND:USW00014853,236.8,42.23333,-83.53333,19991123,0.09,57,67,47
GHCND:USW00014853,236.8,42.23333,-83.53333,19991124,0.03,48,59,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19991125,0.00,35,45,25
GHCND:USW00014853,236.8,42.23333,-83.53333,19991126,0.17,40,43,36
GHCND:USW00014853,236.8,42.23333,-83.53333,19991127,0.00,40,49,31
GHCND:USW00014853,236.8,42.23333,-83.53333,19991128,0.00,36,45,27
GHCND:USW00014853,236.8,42.23333,-83.53333,19991129,0.00,31,39,23
GHCND:USW00014853,236.8,42.23333,-83.53333,19991130,0.00,27,35,19
GHCND:USW00014853,236.8,42.23333,-83.53333,19991201,0.00,28,38,17
GHCND:USW00014853,236.8,42.23333,-83.53333,19991202,0.00,42,50,34
GHCND:USW00014853,236.8,42.23333,-83.53333,19991203,0.01,51,54,48
GHCND:USW00014853,236.8,42.23333,-83.53333,19991204,0.05,50,60,40
GHCND:USW00014853,236.8,42.23333,-83.53333,19991205,0.74,45,57,32
GHCND:USW00014853,236.8,42.23333,-83.53333,19991206,0.06,30,34,26
GHCND:USW00014853,236.8,42.23333,-83.53333,19991207,0.00,34,39,28
GHCND:USW00014853,236.8,42.23333,-83.53333,19991208,0.00,36,47,25
GHCND:USW00014853,236.8,42.23333,-83.53333,19991209,0.00,43,53,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991210,0.06,39,46,31
GHCND:USW00014853,236.8,42.23333,-83.53333,19991211,0.00,28,38,18
GHCND:USW00014853,236.8,42.23333,-83.53333,19991212,0.00,33,40,26
GHCND:USW00014853,236.8,42.23333,-83.53333,19991213,0.00,37,45,28
GHCND:USW00014853,236.8,42.23333,-83.53333,19991214,0.40,36,39,33
GHCND:USW00014853,236.8,42.23333,-83.53333,19991215,0.17,39,43,35
GHCND:USW00014853,236.8,42.23333,-83.53333,19991216,0.04,30,35,24
GHCND:USW00014853,236.8,42.23333,-83.53333,19991217,0.00,24,29,19
GHCND:USW00014853,236.8,42.23333,-83.53333,19991218,0.00,23,31,14
GHCND:USW00014853,236.8,42.23333,-83.53333,19991219,0.02,29,43,15
GHCND:USW00014853,236.8,42.23333,-83.53333,19991220,0.20,32,43,20
GHCND:USW00014853,236.8,42.23333,-83.53333,19991221,0.00,19,22,16
GHCND:USW00014853,236.8,42.23333,-83.53333,19991222,0.00,17,23,10
GHCND:USW00014853,236.8,42.23333,-83.53333,19991223,0.00,17,21,12
GHCND:USW00014853,236.8,42.23333,-83.53333,19991224,0.00,15,23,6
GHCND:USW00014853,236.8,42.23333,-83.53333,19991225,0.00,19,27,11
GHCND:USW00014853,236.8,42.23333,-83.53333,19991226,0.00,29,34,24
GHCND:USW00014853,236.8,42.23333,-83.53333,19991227,0.00,18,25,10
GHCND:USW00014853,236.8,42.23333,-83.53333,19991228,0.01,17,25,8
GHCND:USW00014853,236.8,42.23333,-83.53333,19991229,0.00,24,38,9
GHCND:USW00014853,236.8,42.23333,-83.53333,19991230,0.00,30,38,22
GHCND:USW00014853,236.8,42.23333,-83.53333,19991231,0.00,29,39,18
GHCND:USW00014853,236.8,42.23333,-83.53333,20000101,0.00,34,48,19
GHCND:USW00014853,236.8,42.23333,-83.53333,20000102,0.05,45,56,33
GHCND:USW00014853,236.8,42.23333,-83.53333,20000103,0.24,40,48,31
GHCND:USW00014853,236.8,42.23333,-83.53333,20000104,0.04,37,47,27
GHCND:USW00014853,236.8,42.23333,-83.53333,20000105,0.00,25,31,18
GHCND:USW00014853,236.8,42.23333,-83.53333,20000106,0.00,33,38,27
GHCND:USW00014853,236.8,42.23333,-83.53333,20000107,0.00,27,35,18
GHCND:USW00014853,236.8,42.23333,-83.53333,20000108,0.00,30,45,15
GHCND:USW00014853,236.8,42.23333,-83.53333,20000109,0.09,36,38,34
GHCND:USW00014853,236.8,42.23333,-83.53333,20000110,0.17,42,47,36
GHCND:USW00014853,236.8,42.23333,-83.53333,20000111,0.00,34,38,29
GHCND:USW00014853,236.8,42.23333,-83.53333,20000112,0.00,29,34,24
GHCND:USW00014853,236.8,42.23333,-83.53333,20000113,0.12,16,26,6
GHCND:USW00014853,236.8,42.23333,-83.53333,20000114,0.00,11,23,-1
GHCND:USW00014853,236.8,42.23333,-83.53333,20000115,0.00,25,33,16
GHCND:USW00014853,236.8,42.23333,-83.53333,20000116,0.00,25,38,12
GHCND:USW00014853,236.8,42.23333,-83.53333,20000117,0.00,9,14,4
GHCND:USW00014853,236.8,42.23333,-83.53333,20000118,0.02,21,27,14
GHCND:USW00014853,236.8,42.23333,-83.53333,20000119,0.05,17,25,9
GHCND:USW00014853,236.8,42.23333,-83.53333,20000120,0.05,13,24,2
GHCND:USW00014853,236.8,42.23333,-83.53333,20000121,0.00,7,16,-3
GHCND:USW00014853,236.8,42.23333,-83.53333,20000122,0.00,5,17,-7
GHCND:USW00014853,236.8,42.23333,-83.53333,20000123,0.00,24,31,17
GHCND:USW00014853,236.8,42.23333,-83.53333,20000124,0.00,10,18,1
GHCND:USW00014853,236.8,42.23333,-83.53333,20000125,0.00,8,21,-5
GHCND:USW00014853,236.8,42.23333,-83.53333,20000126,0.00,8,15,0
GHCND:USW00014853,236.8,42.23333,-83.53333,20000127,0.00,8,16,-1
GHCND:USW00014853,236.8,42.23333,-83.53333,20000128,0.00,16,29,3
GHCND:USW00014853,236.8,42.23333,-83.53333,20000129,0.00,14,28,-1
GHCND:USW00014853,236.8,42.23333,-83.53333,20000130,0.06,26,30,21
GHCND:USW00014853,236.8,42.23333,-83.53333,20000131,0.00,24,30,17
GHCND:USW00014853,236.8,42.23333,-83.53333,20000201,0.00,23,29,17
GHCND:USW00014853,236.8,42.23333,-83.53333,20000202,0.00,16,26,5
GHCND:USW00014853,236.8,42.23333,-83.53333,20000203,0.06,29,34,23
GHCND:USW00014853,236.8,42.23333,-83.53333,20000204,0.05,25,33,16
GHCND:USW00014853,236.8,42.23333,-83.53333,20000205,0.00,21,33,8
GHCND:USW00014853,236.8,42.23333,-83.53333,20000206,0.00,15,26,4
GHCND:USW00014853,236.8,42.23333,-83.53333,20000207,0.00,24,36,11
GHCND:USW00014853,236.8,42.23333,-83.53333,20000208,0.00,14,28,0
GHCND:USW00014853,236.8,42.23333,-83.53333,20000209,0.00,34,43,25
GHCND:USW00014853,236.8,42.23333,-83.53333,20000210,0.00,31,35,27
GHCND:USW00014853,236.8,42.23333,-83.53333,20000211,0.00,23,32,14
GHCND:USW00014853,236.8,42.23333,-83.53333,20000212,0.00,17,27,6
GHCND:USW00014853,236.8,42.23333,-83.53333,20000213,0.04,26,30,21
GHCND:USW00014853,236.8,42.23333,-83.53333,20000214,0.01,22,30,14
GHCND:USW00014853,236.8,42.23333,-83.53333,20000215,0.00,23,34,11
GHCND:USW00014853,236.8,42.23333,-83.53333,20000216,0.00,31,40,21
GHCND:USW00014853,236.8,42.23333,-83.53333,20000217,0.00,19,29,9
GHCND:USW00014853,236.8,42.23333,-83.53333,20000218,0.06,27,29,24
